title,journal,year
Digital transformation priorities of India's discrete manufacturing SMEs,COMPETITIVENESS REVIEW,2020
Connecting the Dots on the Origins of Social Knowledge,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,2020
Effects of intranasal insulin as an enhancer of fear extinction: a,NEUROPSYCHOPHARMACOLOGY,2020
"Unsettling allyship, unlearning and learning towards decolonising",STUDIES IN THE EDUCATION OF ADULTS-NIACE,2020
Supporting Workforce Wisdom in a Global Economy,"STRATEGIES FOR ATTRACTING, MAINTAINING, AND BALANCING A MATURE WORKFORCE",2020
Invertible generative models for inverse problems: mitigating,"INTERNATIONAL CONFERENCE ON MACHINE LEARNING, VOL 119",2020
Unlearning to Be Human: Fantasy and the Anthropocene,TEKSTY DRUGIE,2020
Unlearning some common tropes,"INTERNATIONAL ORGANISATIONS, NON-STATE ACTORS, AND THE FORMATION OF",2020
Training administrators from investigative competence for a postmodern,INVESTIGAR PARA EDUCAR: Visoes sem Fronteiras. Visions Without Borders,2020
Unlearning Scanner Bias for MRI Harmonisation in Medical Image,MEDICAL IMAGE UNDERSTANDING AND ANALYSIS,2020
Ethical dilemmas in field placements: The experiences of social work,DIALOGIC PEDAGOGY,2020
The Relationship between Organizational Unlearning and Radical,15TH INTERNATIONAL FORUM ON KNOWLEDGE ASSET DYNAMICS (IFKAD 2020):,2020
When Tough Times Make Tough Designers: How Perplexing Experiences Shape,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,2020
Bayesian Variational Federated Learning and Unlearning in Decentralized,SPAWC 2021: 2021 IEEE 22ND INTERNATIONAL WORKSHOP ON SIGNAL PROCESSING,2020
Facilitative transfer only? L-3 acquisition of Mandarin sentence-final,JOURNAL OF SECOND LANGUAGE STUDIES,2020
"Trees, grass, or concrete? The effects of different types of",LANDSCAPE AND URBAN PLANNING,2020
2D FFT and AI-Based Analysis of Wallpaper Patterns and Relations Between,ADVANCES IN AFFECTIVE AND PLEASURABLE DESIGN,2020
Visualization of Focal Cues for Visuomotor Coordination by,2020 IEEE/SICE INTERNATIONAL SYMPOSIUM ON SYSTEM INTEGRATION (SII),2020
Privacy Enhanced Multimodal Neural Representations for Emotion,"THIRTY-FOURTH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, THE",2020
Making Urban Theory Learning and Unlearning through Southern Cities,MAKING URBAN THEORY: LEARNING AND UNLEARNING THROUGH SOUTHERN CITIES,2020
Organizational Unlearning and Digital Transformation: A Conceptual,PROCEEDINGS OF THE 21ST EUROPEAN CONFERENCE ON KNOWLEDGE MANAGEMENT,2020
Multi-joint motor intention recognition of lower limbs based on muscle,2020 10TH INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2020
Antecedents and consequence of organizational unlearning: Evidence from,INDUSTRIAL MARKETING MANAGEMENT,2020
Experiencing 'otherness': Teacher educators' journey with first year,ISSUES IN EDUCATIONAL RESEARCH,2020
'Unlearning' in global justice education,CHALLENGING PERCEPTIONS OF AFRICA IN SCHOOLS: CRITICAL APPROACHES TO,2020
Linking Pavlovian Disgust Conditioning and Eating Disorder Symptoms: An,BEHAVIOR THERAPY,2020
UNDERSTANDING TEXT IN UNLEARNED LANGUAGE BY STUDENTS IN BULGARIAN,BULGARSKI EZIK I LITERATURA-BULGARIAN LANGUAGE AND LITERATURE,2020
Language Learning and Unlearning in Ethnographic Fieldwork: 'Speaking,LEARNING AND USING LANGUAGES IN ETHNOGRAPHIC RESEARCH,2020
A Model for Corrective Software Maintenance Effort Estimation after,2020 INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND SIGNAL,2020
Unlearning my communication pedagogy through poetic inquiry,JOURNAL OF EDUCATION,2020
Transfer Learning-Based Power System Online Dynamic Security Assessment:,IEEE TRANSACTIONS ON POWER SYSTEMS,2020
Learning to Unlearn Moving Educators From a Charity Mentality Towards a,TEACHER EDUCATION FOR SUSTAINABLE DEVELOPMENT AND GLOBAL CITIZENSHIP:,2020
TRANSFORMATIVE LEARNING IN A CONTEXT OF DEEP DIVISION: THE IMPORTANCE OF,SOUTH AFRICAN JOURNAL OF HIGHER EDUCATION,2020
Unlearning What Has Been Learned: The EU's New Neighbourhood Policy,DEMOCRATISATION AGAINST DEMOCRACY: HOW EU FOREIGN POLICY FAILS THE,2020
Latent space decomposition into task-specific and domain-specific,2020 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),2020
Memories of motor adaptation do not necessarily decay with behavioral,EXPERIMENTAL BRAIN RESEARCH,2020
Spatio-Temporal Memory for Navigation in a Mushroom Body Model,"BIOMIMETIC AND BIOHYBRID SYSTEMS, LIVING MACHINES 2020",2020
Addressing Contextual Challenges in Underserved Indigenous Spaces of the,INTERNATIONAL JOURNAL OF QUALITATIVE METHODS,2019
Achievement of Very Low Low-Density Lipoprotein Cholesterol Levels Is It,CIRCULATION,2019
Japan's media fails its watchdog role: Lessons learned and unlearned,JOURNALISM,2019
An invitation to 'negative' comparative education,COMPARATIVE EDUCATION,2019
A Pilot Study on Falling-Risk Detection Method Based on Postural,SENSORS,2019
THE CONCEPT OF 'RURAL' AS A PSYCHOSOCIAL PROCESS: FROM CONCEPT,QUAESTIONES GEOGRAPHICAE,2019
Is post-transplant cyclophosphamide a true game-changer in allogeneic,BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,2019
Scribal Traditions in Documentary Arabic: From the One Imperial Standard,JEWISH HISTORY,2019
Understanding How Organizational Culture Typology Relates to,JOURNAL OF THE KNOWLEDGE ECONOMY,2019
Processes Underlying MNE Subsidiary Absorptive Capacity: Evidence from,MANAGEMENT INTERNATIONAL REVIEW,2019
Self-Portrait in Black and White Unlearning Race,NATION,2019
Rapid learning and unlearning of predicted sensory delays in,ELIFE,2019
Prophylactic antibiotic usage by Belgian veterinarians during elective,PREVENTIVE VETERINARY MEDICINE,2019
Microvariation in multilingual situations: The importance of,SECOND LANGUAGE RESEARCH,2019
Decolonisation as Unlearning Christianity: Fallism and African,BLACK THEOLOGY,2019
Learning Race to Unlearn Racism: The Effects of Ethnic Studies,JOURNAL OF HIGHER EDUCATION,2019
Recognizing learning emotion based on convolutional neural networks and,APPLIED SOFT COMPUTING,2019
Learning to Suppress Salient Distractors in the Target Dimension:,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2019
Prospective mathematics teachers' engagement with inclusive equity: An,TEACHING AND TEACHER EDUCATION,2019
The unlearning process of senior clinical nurses in rehabilitation wards,JOURNAL OF ADVANCED NURSING,2019
SELF-PORTRAIT IN BLACK AND WHITE Unlearning Race,NEW YORK TIMES BOOK REVIEW,2019
"Can We Say the ""r"" Word?: Identifying and Disrupting Colorblind",EDUCATIONAL STUDIES-AESA,2019
You See Your Own Eyes Reflected Back: The Radical Potential of Art and,RESEARCH IN HUMAN DEVELOPMENT,2019
Unlearning cisheteronormativity at the intersections of difference:,TEXT AND PERFORMANCE QUARTERLY,2019
POTENTIAL HISTORY: UNLEARNING IMPERIALISM,PHILOSOPHY OF PHOTOGRAPHY,2019
"""Forgetting"" and ""Re membering"": The Language of Stuttering and the",ARIEL-A REVIEW OF INTERNATIONAL ENGLISH LITERATURE,2019
Miracles and Other Reasonable Things: A Story of Unlearning and,LIBRARY JOURNAL,2019
Unlearning NCLB,PHI DELTA KAPPAN,2019
In the Eyes of the Beholder: The Complexion of the Shoah in the Lublin,EAST EUROPEAN POLITICS AND SOCIETIES,2019
Unlearned visual preferences for the head region in domestic chicks,PLOS ONE,2019
Self-Portrait in Black and White: Unlearning Race,LIBRARY JOURNAL,2019
Impacts of hydroelectric dams in the Amazon and decision making,NOVOS CADERNOS NAEA,2019
Diasporic Chinese family drama through a transnational lens: The Wedding,INTERNATIONAL JOURNAL OF MEDIA & CULTURAL POLITICS,2019
Operationalizing Learning from Rare Events: Framework for Middle,PRODUCTION AND OPERATIONS MANAGEMENT,2019
Unlearning: Enabling Professional Success in an Ever-Changing,PROFESSIONAL CASE MANAGEMENT,2019
Best teaching practices in the first year of the pilot implementation of,TEACHING MATHEMATICS AND ITS APPLICATIONS,2019
Learning scientific creativity from the arts,PALGRAVE COMMUNICATIONS,2019
Unlearning through Mad Studies: Disruptive pedagogical praxis,CURRICULUM INQUIRY,2019
Dreaming neural networks: rigorous results,JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,2019
A Deep Learning Approach to EMG-Based Classification of Gait Phases,ELECTRONICS,2019
Development and Validation of a Questionnaire to Measure Attitude change,AUSTRALIAN JOURNAL OF INDIGENOUS EDUCATION,2019
"Critical reflection, unlearning, and engagement",MANAGEMENT LEARNING,2019
Organizational unlearning: the challenges of a developing phenomenon,LEARNING ORGANIZATION,2019
Opportunities and interdisciplinary perspectives for organizational,LEARNING ORGANIZATION,2019
Investigating unlearning and forgetting in organizations Research,LEARNING ORGANIZATION,2019
Unlearning institutional habits: an arts-based perspective on,LEARNING ORGANIZATION,2019
Unlearn: Let Go of Past Success to Achieve Extraordinary Results,LEARNING ORGANIZATION,2019
Unlearning towards an uncertain future: on the back end of future-driven,LEARNING ORGANIZATION,2019
Learning-forgetting-unlearning-relearning - the learning organization's,LEARNING ORGANIZATION,2019
Exploring linkages between unlearning and relearning in organizations,LEARNING ORGANIZATION,2019
How to intentionally forget rules in newly introduced agile projects A,LEARNING ORGANIZATION,2019
The rise of technology and impact on skills,INTERNATIONAL JOURNAL OF TRAINING RESEARCH,2019
The learning-driven organization: toward an integrative model for,INDUSTRIAL AND COMMERCIAL TRAINING,2019
Introducing a 'stop-doing' culture: How to free your organization from,BUSINESS HORIZONS,2019
Historical journey of literacy in Venezuela from the un-learning,ALTERIDAD-REVISTA DE EDUCACION,2019
Entrepreneurial marketing dimensions and SMEs performance,JOURNAL OF BUSINESS RESEARCH,2019
A myoelectric prosthetic hand with muscle synergy-based motion,SCIENCE ROBOTICS,2019
UK farmers' transition pathways towards agroecological farm redesign:,AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,2019
Unlearning and forgetting in organizations: a systematic review of,JOURNAL OF KNOWLEDGE MANAGEMENT,2019
Reversal shift in phonotactic learning during language production:,JOURNAL OF MEMORY AND LANGUAGE,2019
The Fairy Tale Model: Secure Facility Therapist Perceptions,JOURNAL OF CHILD & ADOLESCENT TRAUMA,2019
Racial Abstraction and Species Difference: Anthropomorphic Animals in,AMERICAN LITERATURE,2019
ON THE THING - ON IF OTHER THINGS HAUNT IT,GRIOT-REVISTA DE FILOSOFIA,2019
The neural response of female zebra finches (Taeniopygia guttata) to,BEHAVIOURAL PROCESSES,2019
The Unlearning of Managerial Skills: A Qualitative Study of Executive,EUROPEAN MANAGEMENT REVIEW,2019
The Automation Game: technological retention activities and perceptions,TEACHING IN HIGHER EDUCATION,2019
Unlearn: 101 Simple Truths for a Better Life,LIBRARY JOURNAL,2019
Chafing masculinity: Heterosexual violence and young men's shame,FEMINISM & PSYCHOLOGY,2019
Women's perceptions of personalized risk-based breast cancer screening,PSYCHO-ONCOLOGY,2019
Individual unlearning from the point of view of managers in merger and,CUADERNOS DE ADMINISTRACION-UNIVERSIDAD DEL VALLE,2019
Assessing transformative capacity for sustainable urban regeneration: A,AMBIO,2019
Initiating Aha moments when implementing person-centered care in nursing,BMC GERIATRICS,2019
Dreaming neural networks: Forgetting spurious memories and reinforcing,NEURAL NETWORKS,2019
Towards Effective Entity Extraction of Scientific Documents using,KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS,2019
Designing ground states of Hopfield networks for quantum state,PHYSICAL REVIEW A,2019
"Unlearning eugenics: sexuality, reproduction, and disability in",DISABILITY & SOCIETY,2019
The relativistic Hopfield network: Rigorous results,JOURNAL OF MATHEMATICAL PHYSICS,2019
Tortoises develop and overcome position biases in a reversal learning,ANIMAL COGNITION,2019
Promoting learning and unlearning through textual enhancement in a,EUROPEAN JOURNAL OF APPLIED LINGUISTICS,2019
LESSONS UNLEARNED: PAST EXPERIENCE DOES NOT MODERATE THE IMPACT OF,ANNALS OF BEHAVIORAL MEDICINE,2019
The impact of hydroelectric dams on mercury dynamics in South America: A,CHEMOSPHERE,2019
"Good, now keep going: challenging the status quo in STEM pipeline and",CULTURAL STUDIES OF SCIENCE EDUCATION,2019
Kinase and Phosphatase Engagement Is Dissociated Between Memory,FRONTIERS IN MOLECULAR NEUROSCIENCE,2019
Promoting intentional unlearning through an unlearning cycle,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,2019
The impact of variety of episodic contexts on the integration of novel,LANGUAGE COGNITION AND NEUROSCIENCE,2019
Lizards from suburban areas learn faster to stay safe,BIOLOGY LETTERS,2019
Implicit Bias: What Every Pediatrician Should Know About the Effect of,CURRENT PROBLEMS IN PEDIATRIC AND ADOLESCENT HEALTH CARE,2019
Independent contribution of perceptual experience and social cognition,COGNITION,2019
Automatic Emotion-Based Music Classification for Supporting Intelligent,ELECTRONICS,2019
Unlearning implicit social biases during sleep: A failure to replicate,PLOS ONE,2019
Computer simulations of coupled idiosyncrasies in speech perception and,PLOS ONE,2019
"Individual unlearning, organizational unlearning and strategic",BALTIC JOURNAL OF MANAGEMENT,2019
Managing Organizational Knowledge by Unlearning? A Systematic Literature,PROCEEDINGS OF 2019 INTERNATIONAL CONFERENCE ON COMPUTATIONAL,2019
Art as Unlearning Towards a Mannerist Pedagogy Introduction,ART AS UNLEARNING: TOWARDS A MANNERIST PEDAGOGY,2019
Use of Data Acquisition Systems for the Learning of the color concept,REVISTA CIENTIFICA,2019
INFORMAL LEARNING IN A COMMUNITY-BASED HEALTH EDUCATION PROGRAM The,TRANSFORMATIVE LEARNING IN HEALTHCARE AND HELPING PROFESSIONS EDUCATION:,2019
Unlearn how to remain silent? Ways out of the Inexpressibility in the,UNSAGBARKEIT: SPRACHEN DER LIEBE IN DER LITERATUR DER VORMODERNE,2019
Resisting Normal: Questioning Media Depictions of Autistic Youth and,SCANDINAVIAN JOURNAL OF DISABILITY RESEARCH,2019
Lifelong Anomaly Detection Through Unlearning,PROCEEDINGS OF THE 2019 ACM SIGSAC CONFERENCE ON COMPUTER AND,2019
Testing Artificial Intelligence,"SYSTEMS, SOFTWARE AND SERVICES PROCESS IMPROVEMENT (EUROSPI 2019)",2019
When Doctors Unlearn English,JOURNAL OF PALLIATIVE CARE,2019
UNLEARNING AND INSTABILITY. PERSPECTIVES FOR A COGNITIVE THEORY OF,SIGNA-REVISTA DE LA ASOCIACION ESPANOLA DE SEMIOTICA,2019
Are there typological characteristics of individual unlearning?,PROCEEDINGS OF THE 52ND ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2019
Image Watermarking Technique Using Embedder and Extractor Neural,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,2019
A Generalized Multisensor Real-Time Tool Condition-Monitoring Approach,SMART AND SUSTAINABLE MANUFACTURING SYSTEMS,2019
Ageing transmigrants and the decolonisation of life course,INTERNATIONAL JOURNAL OF LIFELONG EDUCATION,2019
Colonial Bodies in Display Cases and Spectating Bodies A Contemporary,EXPLORING THE BLACK VENUS FIGURE IN AESTHETIC PRACTICES,2019
"""An Unlearned Antinomian-Anabaptist"": Richard Baxter on John Bunyan",ETUDES EPISTEME,2019
Electroforming-free BiFeO3 switches for neuromorphic computing,"2019 26TH IEEE INTERNATIONAL CONFERENCE ON ELECTRONICS, CIRCUITS AND",2019
Learning Not to Learn: Training Deep Neural Networks with Biased Data,2019 IEEE/CVF CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION,2019
Fake News Detection System using Article Abstraction,2019 16TH INTERNATIONAL JOINT CONFERENCE ON COMPUTER SCIENCE AND,2019
Topics to Avoid: Demoting Latent Confounds in Text Classification,2019 CONFERENCE ON EMPIRICAL METHODS IN NATURAL LANGUAGE PROCESSING AND,2019
Gender-based violence as difficult knowledge: pedagogies for rebalancing,INTERNATIONAL JOURNAL OF LIFELONG EDUCATION,2019
Unlearning gender-Toward a critical communication trans pedagogy,COMMUNICATION TEACHER,2019
Digital Twins in eHealth - Prospects and Challenges Focussing on,"2019 IEEE INTERNATIONAL CONFERENCE ON ENGINEERING, TECHNOLOGY AND",2019
The Evolution of Book Circulation in Imperial Age: Legal and Christian,STUDIA HISTORICA-HISTORIA ANTIGUA,2019
An Analysis of Influence of Emoticons on Affective Impressions Feeling,IIWAS2019: THE 21ST INTERNATIONAL CONFERENCE ON INFORMATION INTEGRATION,2019
Walking gait event detection based on electromyography signals using,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,2019
A Study on a Lane Keeping System using CNN for Online Learning of,"2019 34TH INTERNATIONAL TECHNICAL CONFERENCE ON CIRCUITS/SYSTEMS,",2019
Audiovisual production on elementary school: a wager in students',EDUCACAO,2019
"""Postgraduateness""-A Project for Constructing a Renaissance Africa: A",EDUCATION AS CHANGE,2019
Manipulation Motion Taxonomy and Coding for Robots,2019 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS,2019
SOFT SKILLS IN KNOWLEDGE-BASED ECONOMICS,MARKETING AND MANAGEMENT OF INNOVATIONS,2019
Again about the Unlearned Lessons of the Zagorsk Experiment (an Answer,VOPROSY FILOSOFII,2019
EARLY STAGE REFLECTIONS ON INNOVATING WITH AN EXPERIENTIAL PROJECT-BASED,"12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION",2019
Success/Failure Identification of Skill Movement by Neural Network Using,45TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON,2019
Unlearning Knowledge Economy,"TEACH FOR ARABIA: American Universities, Liberalism, and Transnational",2019
Neural Cleanse: Identifying and Mitigating Backdoor Attacks in Neural,2019 IEEE SYMPOSIUM ON SECURITY AND PRIVACY (SP 2019),2019
Learning urban energy governance for system innovation: an assessment of,JOURNAL OF ENVIRONMENTAL POLICY & PLANNING,2019
Efficient Learning Strategy of Chinese Characters Based on Usage,2019 4TH IEEE INTERNATIONAL CONFERENCE ON BIG DATA ANALYTICS (ICBDA,2019
Personal Universes: revealing community college students' competences,CULTURAL STUDIES OF SCIENCE EDUCATION,2018
'A LANGUAGE I HAVE NOT UNLEARNED': CULTIVATING AN HISTORICAL AWARENESS,LITERATURE AND THEOLOGY,2018
Visuomotor learning and unlearning in children and adolescents with,CORTEX,2018
THE PEDAGOGICAL POWER OF THINGS TOWARD A POST-INTENTIONAL PHENOMENOLOGY,CULTURAL CRITIQUE,2018
"Challenging Cognitive Demands at Work, Related Working Conditions, and",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2018
Fast and slow extinction pathways in defensive survival circuits,CURRENT OPINION IN BEHAVIORAL SCIENCES,2018
Being Muslim: Unveiling the Voices of Asian Muslim Women Travellers,GENDER ISSUES,2018
Using Deliberate Practice to Build an Instructor Development Program,JOURNAL OF LEADERSHIP STUDIES,2018
Communication from Learned to Innate Olfactory Processing Centers Is,NEURON,2018
"Learning, unlearning and forgetting processes in industrial districts",CAMBRIDGE JOURNAL OF ECONOMICS,2018
Increased Cognitive Load Enables Unlearning in Procedural Category,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2018
Decolonising the Conceptions of Race in South Africa: A Fanonian,STRATEGIC REVIEW FOR SOUTHERN AFRICA,2018
Unlearning and public services -A case study with a Vygotskian approach,JOURNAL OF ADULT AND CONTINUING EDUCATION,2018
A new mechanical approach to handle generalized Hopfield neural networks,NEURAL NETWORKS,2018
Revisiting metaplasticity: The roles of calcineurin and histone,NEUROBIOLOGY OF LEARNING AND MEMORY,2018
Temporal alignment of anticipatory motor cortical beta lateralisation in,EUROPEAN JOURNAL OF NEUROSCIENCE,2018
Early Behavioural Facilitation by Temporal Expectations in Complex,NEUROSCIENCE,2018
Spontaneous eyeblinks are sensitive to sequential learning,NEUROPSYCHOLOGIA,2018
The wrong track also leads someplace: Milton Friedman's presidential,REVIEW OF KEYNESIAN ECONOMICS,2018
Prediction of Response to Stereotactic Radiosurgery for Brain Metastases,ANTICANCER RESEARCH,2018
The 'Laterally Inverted' Laparoscopic Cholecystectomy: Unlearning the,JOURNAL OF CLINICAL AND DIAGNOSTIC RESEARCH,2018
Learning to Achieve Different Levels of Adaptability for Human-Robot,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,2018
The Importance of Time to Think Back: The Role of Reminding in,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2018
The regulation of birdsong by testosterone: Multiple time-scales and,HORMONES AND BEHAVIOR,2018
Effects of extended extinction and multiple extinction contexts on ABA,LEARNING AND MOTIVATION,2018
Acquisition of Viewpoint Transformation and Action Mappings via Sequence,FRONTIERS IN NEUROROBOTICS,2018
"Revolution 4.0, Skills, Education and Guidance",REVISTA DIGITAL DE INVESTIGACION EN DOCENCIA UNIVERSITARIA-RIDU,2018
Learning evolving T-S fuzzy systems with both local and global accuracy,APPLIED SOFT COMPUTING,2018
Auditory prediction cues motor preparation in the absence of movements,NEUROIMAGE,2018
"Reset the Heart: Unlearning Violence, Relearning Hope",THEOLOGY TODAY,2018
Parental Burnout: When Exhausted Mothers Open Up,FRONTIERS IN PSYCHOLOGY,2018
Action research to support the integration of social media in the,ACTION RESEARCH,2018
Learning and Unlearning of Pain,BIOMEDICINES,2018
On bilinguals' development of metalinguistic awareness and its transfer,INTERNATIONAL JOURNAL OF BILINGUALISM,2018
The Incarnation of the Free Spirits in Nietzsche: A Continuum of Triple,KRITIKE-AN ONLINE JOURNAL OF PHILOSOPHY,2018
Curbing Inequality Through Decolonising Knowledge Production in Higher,AUSTRALASIAN REVIEW OF AFRICAN STUDIES,2018
Working smarter not harder: Coupling implementation to de-implementation,HEALTHCARE-THE JOURNAL OF DELIVERY SCIENCE AND INNOVATION,2018
Learning-Dependent and -Independent Enhancement of Mitral/Tufted Cell,JOURNAL OF NEUROSCIENCE,2018
Empirical and conceptual investigation of de-implementation of low-value,IMPLEMENTATION SCIENCE,2018
Unlearning of Mixed States in the Hopfield Model -Extensive Loading,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,2018
Computationally Developed Sham Stimulation Protocol for Multichannel,FRONTIERS IN PHYSIOLOGY,2018
The conceptual critique of innateness,PHILOSOPHY COMPASS,2018
Putting into practice error management theory: Unlearning and learning,APPLIED ERGONOMICS,2018
How stimulation frequency and intensity impact on the long-lasting,PLOS COMPUTATIONAL BIOLOGY,2018
THE DYNAMICS OF EPISTEMOLOGICAL DECOLONISATION IN THE 21ST CENTURY:,STRATEGIC REVIEW FOR SOUTHERN AFRICA,2018
Surgical drains: what is still unlearned in everyday practice?,ANZ JOURNAL OF SURGERY,2018
Short-Term Dosage Regimen for Stimulation-Induced Long-Lasting,FRONTIERS IN PHYSIOLOGY,2018
Event segmentation protects emotional memories from competing,NATURE HUMAN BEHAVIOUR,2018
UNLEARNING IMPLICIT SOCIAL BIASES DURING SLEEP: A FAILURE TO REPLICATE,SLEEP,2018
Learning and Unlearning: Some Reflections on Feminist Praxis and,RELIGIONS,2018
Illusory Motion Reproduced by Deep Neural NetworksTrained for Prediction,FRONTIERS IN PSYCHOLOGY,2018
The Ultimate Star Wars and Philosophy: You Must Unlearn What You Have,INSIGHT TURKEY,2018
UNLEARNING COLONIAL IDENTITIES WHILE ENGAGING IN RELATIONALITY: SETTLER,MCGILL JOURNAL OF EDUCATION,2018
Victorian Designs of Industrial Desire,CAHIERS VICTORIENS & EDOUARDIENS,2018
"Goal orientation, critical reflection, and unlearning: An",HUMAN RESOURCE DEVELOPMENT QUARTERLY,2018
"Paper presentation: Reconfiguring objects, reconfiguring meanings",INTERNATIONAL JOURNAL OF EDUCATION THROUGH ART,2018
Post-Entry Diversification in a Shifting Institutional Environment: How,JOURNAL OF SMALL BUSINESS MANAGEMENT,2018
Multisensory enhancement elicited by unconscious visual stimuli,EXPERIMENTAL BRAIN RESEARCH,2018
The Production of Urban Space by Violence and its Aftermath in Jakarta,ETHNOS,2018
A Fuzzy Restricted Boltzmann Machine: Novel Learning Algorithms Based on,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2018
How the dual process model of human cognition can inform efforts to,JOURNAL OF EVALUATION IN CLINICAL PRACTICE,2018
Quantitative learning strategies based on word networks,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2018
Cross-Cultural Interaction: What We Know and What We Need to Know,"ANNUAL REVIEW OF ORGANIZATIONAL PSYCHOLOGY AND ORGANIZATIONAL BEHAVIOR,",2018
Action learning through radio: exploring conceptual views and lived,ACTION LEARNING,2018
Unlearning how we think,HOW TO SAVE POLITICS IN A POST-TRUTH ERA: Thinking through Difficult,2018
Organizational unlearning: time to expand our horizons?,LEARNING ORGANIZATION,2018
Stretching of roots contributes to the pathophysiology of,JOINT BONE SPINE,2018
