title,journal,year
A mixed-methods analysis of mediator socialization through training,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,2018
Efficient Repair of Polluted Machine Learning Systems via Causal,PROCEEDINGS OF THE 2018 ACM ASIA CONFERENCE ON COMPUTER AND,2018
Blended skills and future roles of librarians,LIBRARY MANAGEMENT,2018
Rethinking environmental science education from indigenous knowledge,ENVIRONMENTAL EDUCATION RESEARCH,2018
BELONGING: Transformation through Education,MEREON MATRIX: EVERYTHING CONNECTED THROUGH (K)NOTHING,2018
International marketing and intra-cultural heterogeneity,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,2018
"Work Becomes Play: Toy Design, Creative Play, and Unlearning in the","CHILDHOOD BY DESIGN: TOYS AND THE MATERIAL CULTURE OF CHILDHOOD,",2018
UNLEARNING SHAKESPEARE STUDIES: SPECULATIVE CRITICISM AND THE PLACE OF,RE-CREATING SHAKESPEARE,2018
Crisis in US Health Care: Corporate Power Still Blocks Reform,INTERNATIONAL JOURNAL OF HEALTH SERVICES,2018
Not unlearning to care - positive moral development as a cornerstone of,JOURNAL OF PEACE EDUCATION,2018
An exploration of unlearning of practicing civil engineers,2018 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE),2018
"Reset the heart: Unlearning violence, relearning hope",RELIGIOUS EDUCATION,2018
3D HUMAN POSE ESTIMATION USING STOCHASTIC OPTIMIZATION IN REAL TIME,2018 25TH IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP),2018
Countering the forgetting effect in mixed-model manual assembly,IFAC PAPERSONLINE,2018
"Reset the Heart: Unlearning Violence, Relearning Hope",PNEUMA,2018
Practicing Resistance: Teacher Responses to Intergroup Aggression in the,EQUITY & EXCELLENCE IN EDUCATION,2018
From selling to managing strategic customers - a competency analysis,JOURNAL OF PERSONAL SELLING & SALES MANAGEMENT,2018
Tensor calculus: unlearning vector calculus,INTERNATIONAL JOURNAL OF MATHEMATICAL EDUCATION IN SCIENCE AND,2018
Top View Person Detection and Counting for Low Compute Embedded,PROCEEDINGS OF 2018 THE 2ND INTERNATIONAL CONFERENCE ON VIDEO AND IMAGE,2018
Managers and organizational forgetting: a synthesis,LEARNING ORGANIZATION,2018
The Effect of Absorptive Capacity on Green Customer Capital under an,SUSTAINABILITY,2018
Effects of team unlearning on employee creativity The mediating effect,JOURNAL OF WORKPLACE LEARNING,2018
"JOB-EMBEDDED, COLLABORATIVE AND REFLECTIVE PROFESSIONAL DEVELOPMENT FOR",SOUTH AFRICAN JOURNAL OF HIGHER EDUCATION,2018
Unlearning overgenerated be through data-driven learning in the,RECALL,2018
Working toward a socially just curriculum in South Africa: A,JOURNAL OF EDUCATION,2018
Generalization of ANN Model in Classifying Stance and Swing Phases of,2018 IEEE-EMBS CONFERENCE ON BIOMEDICAL ENGINEERING AND SCIENCES,2018
"Unlearning a Commitment to the ""We"" in a Transnational Feminist","ENGAGING YOUTH IN ACTIVISM, RESEARCH, AND PEDAGOGICAL PRAXIS:",2018
An Improved ABC Algorithm Based on Initial Population and Neighborhood,IFAC PAPERSONLINE,2018
Knowledge and Unlearning in the Poetry of Koleka Putuma and Sindiswa,SCRUTINY2-ISSUES IN ENGLISH STUDIES IN SOUTHERN AFRICA,2018
Type-2 Fuzzy Logic Induced Gesture Recognition for Robot Task Planning,2018 IEEE SYMPOSIUM SERIES ON COMPUTATIONAL INTELLIGENCE (IEEE SSCI),2018
Unlearning and the learning organization: revisited and expanded,LEARNING ORGANIZATION,2018
Unlearning and Patient Safety,"MANAGING IMPROVEMENT IN HEALTHCARE: ATTAINING, SUSTAINING AND SPREADING",2018
MAPPING FIRST-YEAR STUDENTS' CONCERNS TO THE NEEDS OF THE 21ST CENTURY,"12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE",2018
Asia in international relations: unlearning imperial power relations,STRATEGIC ANALYSIS,2018
Uncovering the Skills That Preservice Teachers Bring to Teacher,JOURNAL OF TEACHER EDUCATION,2018
'My aunt was always doing wild things': the long-term impact of,THEATRE DANCE AND PERFORMANCE TRAINING,2018
Responding to business model innovation: organizational unlearning and,LEARNING ORGANIZATION,2018
Learning in a Continuous-Valued Attractor Network,2018 17TH IEEE INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND,2018
Deferring to the 'unlearned' friend: professional ethics and the,LEGAL ETHICS,2018
News and relations Highlighted textual labels in the titles of early,SOCIOCULTURAL DIMENSIONS OF LEXIS AND TEXT IN THE HISTORY OF ENGLISH,2018
Historical Legacies and Leaders' Worldviews Communist Party History and,CHINA PERSPECTIVES,2018
WALKING MY TALK Taking Action to Learn/Relearn/Unlearn towards Engaged,"ACTIONS OF THEIR OWN TO LEARN: STUDIES IN KNOWING, ACTING, AND BEING",2018
Reinforcing Coherence for Sequence to Sequence Model in Dialogue,PROCEEDINGS OF THE TWENTY-SEVENTH INTERNATIONAL JOINT CONFERENCE ON,2018
Coding Tactile Symbols for Phonemic Communication,PROCEEDINGS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING,2018
Unlearn What You Have Learned: Adaptive Crowd Teaching with,KDD'18: PROCEEDINGS OF THE 24TH ACM SIGKDD INTERNATIONAL CONFERENCE ON,2018
"Learning Biases Underlie ""Universals'' in Avian Vocal Sequencing",CURRENT BIOLOGY,2017
Neurofeedback for Tinnitus Treatment - Review and Current Concepts,FRONTIERS IN AGING NEUROSCIENCE,2017
Social Fear Conditioning Paradigm in Virtual Reality: Social vs.,FRONTIERS IN PSYCHOLOGY,2017
New fuzzy method for improving the precision of productivity predictions,NEURAL COMPUTING & APPLICATIONS,2017
Unlearning in managing wicked biodiversity problems,LANDSCAPE AND URBAN PLANNING,2017
Changes in balance coordination and transfer to an unlearned balance,EXPERIMENTAL BRAIN RESEARCH,2017
The changing hydrology of a dammed Amazon,SCIENCE ADVANCES,2017
Intergenerational associations in numerical approximation and,DEVELOPMENTAL SCIENCE,2017
Pulse: From Death to Resurrection and Back Again,QUALITATIVE INQUIRY,2017
Infants' and Children's Salt Taste Perception and Liking: A Review,NUTRIENTS,2017
Mapping children's and adolescents' judgment rules for assessing the,INFANT AND CHILD DEVELOPMENT,2017
Does hydroelectric reservoirs affect the structure of surrounding tree,BRAZILIAN JOURNAL OF BOTANY,2017
Transitive Inference in Humans (Homo sapiens) and Rhesus Macaques,JOURNAL OF COMPARATIVE PSYCHOLOGY,2017
Learning and Judgment Can Be Affected by Predisposed Fearfulness in,FRONTIERS IN VETERINARY SCIENCE,2017
Individual recognition of opposite sex vocalizations in the zebra finch,SCIENTIFIC REPORTS,2017
Deficits in Approximate Number System Acuity and Mathematical Abilities,FRONTIERS IN PSYCHOLOGY,2017
Learning and unlearning dignity in care: Experiential and experimental,NURSE EDUCATION IN PRACTICE,2017
RECOVERING A CONFUCIAN CONCEPTION OF HUMAN NATURE: A CHALLENGE TO THE,ACTA KOREANA,2017
Unlearning: A messy and complex journey with Canadian Foreign Policy,INTERNATIONAL JOURNAL,2017
New Learning or Unlearning: Computational Heterogeneity in Extinction,BIOLOGICAL PSYCHIATRY,2017
A model for evolution of overlapping community networks,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2017
"Measuring the ""gift': epistemological and ontological differences",HIGHER EDUCATION RESEARCH & DEVELOPMENT,2017
UNLEARNING ASSUMPTIONS - LESSONS FROM MENTORING RURAL TRAINEES,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,2017
TOWARD A THEORETICAL ROLE FOR TONIC NOREPINEPHRINE IN THE ORBITOFRONTAL,NEUROSCIENCE,2017
The physician's experience of changing clinical practice: a struggle to,IMPLEMENTATION SCIENCE,2017
Linking an unlearning context with firm performance through human,EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,2017
Indirect Effects of Organisational Unlearning in Firm Performance,PROCEEDINGS OF THE 18TH EUROPEAN CONFERENCE ON KNOWLEDGE MANAGEMENT,2017
ASIA IN INTERNATIONAL RELATIONS Unlearning Imperial Power Relations,ASIA IN INTERNATIONAL RELATIONS: UNLEARNING IMPERIAL POWER RELATIONS,2017
ACTIVE JUDGING AND ACCESS TO JUSTICE,NOTRE DAME LAW REVIEW,2017
Promoting Intentional Unlearning though an Unlearning Curve,PROCEEDINGS OF THE 14TH INTERNATIONAL CONFERENCE ON INTELLECTUAL,2017
Brazil's Belo Monte Dam: Lessons of an Amazonian resource struggle,ERDE,2017
Unlearning and learning,REMAKING CITIES: AN INTRODUCTION TO URBAN METROFITTING,2017
"""You May Find Yourselves Changed in Unexpected Ways:"" Literature and",LAW & LITERATURE,2017
Unlearning before creating new knowledge: A cognitive process,PROCEEDINGS OF THE 50TH ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2017
Perceptions of successful unlearning in hearing aid practioners,PROCEEDINGS OF THE 50TH ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2017
"NEGOTIATED ""CHINESENESS"" AND DIVIDED LOYALTIES: MY AMERICAN GRANDSON",CRITICAL ARTS-SOUTH-NORTH CULTURAL AND MEDIA STUDIES,2017
A CONCEPTUAL FRAMEWORK FOR A SOFTWARE DEVELOPMENT PROCESS BASED ON,"INTED2017: 11TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT",2017
Unlearning the colonial cultures of planning,AUSTRALIAN GEOGRAPHER,2017
'Sincere Simplicity': Gerbrand Bredero's Apprenticeship with Coornhert,DUTCH CROSSING-JOURNAL OF LOW COUNTRIES STUDIES,2017
Combined algorithm for improvement of fused radar and optical data,JOURNAL OF ELECTRONIC IMAGING,2017
"Wives of Commoners and the Masculinity of the Rabbis: Jokes, Serious",JOURNAL FOR THE STUDY OF JUDAISM,2017
Letting go of the old: (un)deliberate knowledge loss in product,IFKAD 2017: 12TH INTERNATIONAL FORUM ON KNOWLEDGE ASSET DYNAMICS:,2017
Unlearning to Learn,BUILDING THE INTENTIONAL UNIVERSITY: MINERVA AND THE FUTURE OF HIGHER,2017
Embracing Innovation and Creativity through the Capacity of Unlearning,HANDBOOK OF RESEARCH ON HUMAN RESOURCES STRATEGIES FOR THE NEW,2017
The Tropes of Unlearning: UK Responses to Outsourcing Fiascos,DEATH OF PUBLIC KNOWLEDGE?: HOW FREE MARKETS DESTROY THE GENERAL,2017
A novel hidden Markov model-based pattern discrimination method with the,2017 39TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN,2017
Learning-Induced Metaplasticity? Associative Training for Early Odor,CEREBRAL CORTEX,2017
Accelerate Information Interpretation in the Organizational Failure,KNOWLEDGE-BASED AND INTELLIGENT INFORMATION & ENGINEERING SYSTEMS,2017
Attempts at Regional Mobilisation in a Unitary State: Two Decades of,REVOLUTIONIZING ECONOMIC AND DEMOCRATIC SYSTEMS: REINVENTING THE THIRD,2017
Teaching Sustainable Collection Care,JOURNAL OF THE AMERICAN INSTITUTE FOR CONSERVATION,2017
Unlearning With Hannah Study as a Curriculum of Second Thoughts<bold>,RECONCEPTUALIZING STUDY IN EDUCATIONAL DISCOURSE AND PRACTICE,2017
"Empowering ""Digital Immigrants"": Challenges and Solutions",FACILITATING IN-SERVICE TEACHER TRAINING FOR PROFESSIONAL DEVELOPMENT,2017
Left-handers' struggle in a rightward wor(l)d: The relation between,LATERALITY,2017
Organizational unlearning and knowledge transfer in cross-border M&A:,JOURNAL OF KNOWLEDGE MANAGEMENT,2017
"BLOW BITS: CREATIVE PLAYGROUNDS, GAMIFICATION AND VIRTUOSITY WITH HYBRID",DS87-8 PROCEEDINGS OF THE 21ST INTERNATIONAL CONFERENCE ON ENGINEERING,2017
Asia in International Relations: Unlearning Imperial Power Relations,ASIA IN INTERNATIONAL RELATIONS: UNLEARNING IMPERIAL POWER RELATIONS,2017
Strongly non-U-shaped language learning results by general techniques,INFORMATION AND COMPUTATION,2016
Embedding a back propagation network into fuzzy c-means for estimating,JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING,2016
Scenes of violence and sex in recent award-winning LGBT-themed young,DISCOURSE-STUDIES IN THE CULTURAL POLITICS OF EDUCATION,2016
Perceived reasons for changes in the use of wild food plants in,APPETITE,2016
How fear-relevant illusory correlations might develop and persist in,JOURNAL OF ANXIETY DISORDERS,2016
Novel Discretized Weak Estimators Based on the Principles of the,IEEE Transactions on Cybernetics,2016
Naive Chicks Prefer Hollow Objects,PLOS ONE,2016
Synaptic Plasticity: The Role of Learning and Unlearning in Addiction,BIOLOGICAL PSYCHIATRY,2016
The Case for Unlearning,INTERNATIONAL JOURNAL OF PROSTHODONTICS,2016
Incremental maximum margin clustering,PATTERN ANALYSIS AND APPLICATIONS,2016
"Time course of colour-word contingency learning: Practice curves,",LEARNING AND MOTIVATION,2016
Leaning In to Discomfort: Preparing Literacy Teachers for Gender and,RESEARCH IN THE TEACHING OF ENGLISH,2016
Unlearning Our Helplessness - Coexisting Serious Mental and Medical,NEW ENGLAND JOURNAL OF MEDICINE,2016
"Current and Remembered Past Uses of Wild Food Plants in Saaremaa,",ECONOMIC BOTANY,2016
Online Visual Feedback during Error-Free Channel Trials Leads to Active,FRONTIERS IN HUMAN NEUROSCIENCE,2016
Forget unlearning? How an empirically unwarranted concept from,MANAGEMENT LEARNING,2016
Unlearn'd,HUDSON REVIEW,2016
Traces of An Early Learned Second Language in Discontinued Bilingualism,LANGUAGE LEARNING,2016
"Belief in Race as Biological: Early Life Influences, Intergroup",RACE AND SOCIAL PROBLEMS,2016
Robotic Surgery Simulator: Elements to Build a Training Program,JOURNAL OF SURGICAL EDUCATION,2016
Physiological and behavioral responses in Drosophila melanogaster to,PHYSIOLOGY & BEHAVIOR,2016
A theory of de-implementation based on the theory of healthcare,IMPLEMENTATION SCIENCE,2016
THE DIFFERENCES OF MORPHOLOGICAL CHANGES IN THE LEVATOR ANI MUSCLE IN,NEUROUROLOGY AND URODYNAMICS,2016
Simultaneous Detection of c-Fos Activation from Mesolimbic and,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,2016
Template optimization and transfer in perceptual learning,JOURNAL OF VISION,2016
How Existing Organizational Practices Affect the Transfer of Practices,MANAGEMENT INTERNATIONAL REVIEW,2016
Lateral occipitotemporal cortex (LOTC) activity is greatest while,EXPERIMENTAL BRAIN RESEARCH,2016
Learned Helplessness at Fifty: Insights From Neuroscience,PSYCHOLOGICAL REVIEW,2016
Unlearning contextual information by removing irrelevant information,INTERNATIONAL JOURNAL OF PSYCHOLOGY,2016
Environmental disturbances and fishes in the Amazon,JOURNAL OF FISH BIOLOGY,2016
Exploring the Use of Sensorial LTP/LTD-Like Stimulation to Modulate,PLOS ONE,2016
THE EFFECTS OF TEXTUAL ENHANCEMENT ON THE ACQUISITION OF TWO NONPARALLEL,STUDIES IN SECOND LANGUAGE ACQUISITION,2016
"What Do We Need to Protect, at All Costs, During the 21st Century?",JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,2016
Unlearning Troubled Business Models: From Realization to Marginalization,LONG RANGE PLANNING,2016
An archival feminist pedagogy: unlearning and objects as affective,CONTINUUM-JOURNAL OF MEDIA & CULTURAL STUDIES,2016
Revisiting Zipfian Frequency: L2 Acquisition of English Prenominal Past,MODERN LANGUAGE JOURNAL,2016
Anti-kindling Induced by Two-Stage Coordinated Reset Stimulation with,FRONTIERS IN COMPUTATIONAL NEUROSCIENCE,2016
New Learning and Unlearning Strangers or Accomplices in Threat Memory,TRENDS IN NEUROSCIENCES,2016
Matrix approach to decision-theoretic rough sets for evolving data,KNOWLEDGE-BASED SYSTEMS,2016
The Last Days of Mankind,PAJ-A JOURNAL OF PERFORMANCE AND ART,2016
Acquisition of the Cardinal Principle Coincides with Improvement in,PLOS ONE,2016
Towards a science of eating disorders: Replacing myths with realities:,NORDIC JOURNAL OF PSYCHIATRY,2016
A world where all worlds cohabit,JOURNAL OF ENVIRONMENTAL EDUCATION,2016
The Past Is aaEuro broken vertical bar Native Land?,SOCIETY,2016
L-type Ca2+ channel blockade with antihypertensive medication disrupts,MOLECULAR PSYCHIATRY,2016
"Climate change governance: history, future, and triple-loop learning?",WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,2016
Unlearning the Soviet Tongue: Discursive Practices of a Democratizing,JOURNALISM & MASS COMMUNICATION QUARTERLY,2016
Beyond the Medial Regions of Prefrontal Cortex in the Regulation of Fear,FRONTIERS IN SYSTEMS NEUROSCIENCE,2016
On stopping doing those things that are not getting us to where we want,HUMAN RELATIONS,2016
"Teaching, Troubling, Transgressing: Thinking With Theory in a",QUALITATIVE INQUIRY,2016
Students' acquisition of a threshold concept in childhood and youth,INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,2016
Recognizing Subjects Who are Learned How to Write with Foot From,2016 23RD IRANIAN CONFERENCE ON BIOMEDICAL ENGINEERING AND 2016 1ST,2016
RECOGNIZING AND UNLEARNING INTERNALIZED OPPRESSION,INTEGRATING MINDFULNESS INTO ANTI-OPPRESSION PEDAGOGY: SOCIAL JUSTICE IN,2016
"The Intimate Schoolmaster and the Ignorant Sifu: Poststructuralism,",PHILOSOPHY AND RHETORIC,2016
REALISING THE DREAM: UNLEARNING THE LOGIC OF RACE IN THE SOUTH AFRICAN,EDUCATION AS CHANGE,2016
Linking Unlearning with Work-Life Balance: An Initial Empirical,JOURNAL OF SMALL BUSINESS MANAGEMENT,2016
Linking counter-knowledge to goal orientation through an unlearning,LEARNING AND INDIVIDUAL DIFFERENCES,2016
When are Real-Time Feedback Loops Most Valuable? New Insights from,PROCEEDINGS OF THE 49TH ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2016
Expert improvisers in Western classical music learning pathways,THINKING SKILLS AND CREATIVITY,2016
Untology,PHILOSOPHY AND RHETORIC,2016
Machine Learning and Unlearning to Autonomously Switch Between the,2016 6TH IEEE INTERNATIONAL CONFERENCE ON BIOMEDICAL ROBOTICS AND,2016
Environmental and Social Impacts of Hydroelectric Dams in Brazilian,WORLD DEVELOPMENT,2016
Unlearning with technology,INTERACTIVE LEARNING ENVIRONMENTS,2016
Does Incomplete Unlearning Impact Medical Errors?,PROCEEDINGS OF THE 49TH ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2016
Patterns of selectiveness in the Amazonian freshwater fisheries:,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,2016
A New Method to Improve Classification Accuracy of Fused RADAR and,2016 6TH INTERNATIONAL CONFERENCE ON COMPUTER AND KNOWLEDGE ENGINEERING,2016
An Incremental Learner for Language-Based Anomaly Detection in XML,2016 IEEE SYMPOSIUM ON SECURITY AND PRIVACY WORKSHOPS (SPW 2016),2016
Unlearning (Un)Located Ideas in the Provincialization of Urban Theory,REGIONAL STUDIES,2016
Urban and Regional Horizons,REGIONAL STUDIES,2016
"Linguistic, social and communicative aspects in Early Modern English","GENRE IN LANGUAGE, DISCOURSE AND COGNITION",2016
Children under five and digital technologies: implications for early,EUROPEAN EARLY CHILDHOOD EDUCATION RESEARCH JOURNAL,2016
Unlearning Anxieties of the Unfamiliar: Teaching Advanced Sociological,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,2016
Un-What?,PHILOSOPHY AND RHETORIC,2016
What Have We Unlearned Since the Early Days of the Process Movement?,"ENTERPRISE, BUSINESS-PROCESS AND INFORMATION SYSTEMS MODELING, BPMDS",2016
The use of astronomy questions as an instrument to detect student's,"INTERNATIONAL SYMPOSIUM ON SUN, EARTH, AND LIFE (ISSEL), 2016",2016
A learning algorithm for a Data-driven Controller based on Fictitious,2016 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),2016
Robust Non-Intrusive Load Monitoring (NILM) with Unknown Loads,2016 IEEE INTERNATIONAL CONFERENCE ON INFORMATION AND AUTOMATION FOR,2016
Unlearning International Relations (IR): Disciplinary and Academic,GLOBALIZING INTERNATIONAL RELATIONS: SCHOLARSHIP AMIDST DIVIDES AND,2016
Plasticity of Fear and Safety Neurons of the Amygdala in Response to,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,2015
Origins of Knowledge: Insights from Precocial Species,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,2015
The Shaping of Postcollege Colorblind Orientation Among Whites:,HARVARD EDUCATIONAL REVIEW,2015
Does Testing With Feedback Improve Adult Spelling Skills Relative to,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED,2015
Unlearning the Colonial Cultures of Planning.,JOURNAL OF PLANNING EDUCATION AND RESEARCH,2015
"Physicians and alternative medicines in ""The Barber of Seville"" by",EUROPEAN JOURNAL OF INTERNAL MEDICINE,2015
Drift in children's categories: when experienced distributions conflict,DEVELOPMENTAL SCIENCE,2015
Dopamine D1 and opioid receptor antagonists differentially reduce the,PHYSIOLOGY & BEHAVIOR,2015
Sex differences in the representation of call stimuli in a songbird,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,2015
Unsupervised feature learning based on sparse coding and spectral,IET COMPUTER VISION,2015
Cognitive foundations of organizational learning: re-introducing the,FRONTIERS IN PSYCHOLOGY,2015
Commentary: Unlearning implicit social biases during sleep,FRONTIERS IN PSYCHOLOGY,2015
Cross-modal Interactions between Color and Texture of Food,PSYCHOLOGY & MARKETING,2015
Individual differences in learning predict the return of fear,LEARNING & BEHAVIOR,2015
'Unlearning' addiction,LAB ANIMAL,2015
Learning (and unlearning) from failures: 30 years on from Bhopal to,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,2015
Semisupervised ECG Ventricular Beat Classification With Novelty,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2015
"Moral Injury, Soul Repair, and Creating a Place for Grace",RELIGIOUS EDUCATION,2015
Visual Choice Behavior by Bumblebees (Bombus impatiens) Confirms,JOURNAL OF COMPARATIVE PSYCHOLOGY,2015
Unsupervised Neural Network Quantifies the Cost of Visual Information,PLOS ONE,2015
"Neonatal handling decreases unconditioned anxiety, conditioned fear, and",FRONTIERS IN BEHAVIORAL NEUROSCIENCE,2015
"The Metier of Living: Art, Genocide, and Education",QUALITATIVE INQUIRY,2015
Linking unlearning with service quality through learning processes in,JOURNAL OF BUSINESS RESEARCH,2015
Teaching and Generalizing Pretend Play in Children with Autism Using,BEHAVIORAL INTERVENTIONS,2015
Overcoming knowledge loss through the utilization of an unlearning,JOURNAL OF BUSINESS RESEARCH,2015
Brain activity associated with illusory correlations in animal phobia,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,2015
HOW I SHED MY SKIN Unlearning the Racist Lessons of a Southern Childhood,NEW YORK TIMES BOOK REVIEW,2015
TT Cloete and the subaltern,TYDSKRIF VIR GEESTESWETENSKAPPE,2015
Fear conditioning with film clips: A complex associative learning,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,2015
Two ways to save a newly learned motor pattern,JOURNAL OF NEUROPHYSIOLOGY,2015
Unlearning implicit social biases during sleep,SCIENCE,2015
Eavesdropping on heterospecific alarm calls: from mechanisms to,BIOLOGICAL REVIEWS,2015
Cocaine use severity and cerebellar gray matter are associated with,ADDICTION BIOLOGY,2015
The rise and fall of the L-shaped morphome: diachronic and experimental,PROBUS,2015
Social conditioning and extinction paradigm: a translational study in,FRONTIERS IN PSYCHOLOGY,2015
"Organizational unlearning, innovation outcomes, and performance: The",JOURNAL OF BUSINESS RESEARCH,2015
Linking unlearning with quality of health services through knowledge,JOURNAL OF BUSINESS RESEARCH,2015
From the Self to the Not-self: The Road for the Cultivation of the Mind,FOREIGN LITERATURE STUDIES,2015
Learned face-voice pairings facilitate visual search,PSYCHONOMIC BULLETIN & REVIEW,2015
Trading off short-term costs for long-term gains: how do bumblebees,ANIMAL BEHAVIOUR,2015
Management with a Frame of Mind for Systemic Thinking: A Conceptual,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,2015
Roots of a social brain: Developmental models of emerging,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,2015
Rethinking the Analysis of Non-Normal Data in Plant and Soil Science,AGRONOMY JOURNAL,2015
The Spacing Principle for Unlearning Abnormal Neuronal Synchrony,PLOS ONE,2015
The cost of blocking the mirror generalization process in reading:,PSYCHONOMIC BULLETIN & REVIEW,2015
'Cantar por uso' and 'cantar fabordon': the 'unlearned' tradition of,EARLY MUSIC,2015
Unlearning of Mixed States in the Hopfield Model -Finite Loading Case-,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,2015
Linking the Intentional Unlearning With Human Capital,PROCEEDINGS OF THE 7TH EUROPEAN CONFERENCE ON INTELLECTUAL CAPITAL (ECIC,2015
Development Economics and Method: A Quarter Century of ABCDE,WORLD BANK ECONOMIC REVIEW,2015
Getting It Right: A Paradigm for the Education of Chemists,SPUTNIK TO SMARTPHONES: A HALF-CENTURY OF CHEMISTRY EDUCATION,2015
"Practical, Office-based Interventions That Improve Care Today",JOURNAL OF THE AMERICAN BOARD OF FAMILY MEDICINE,2015
The Golden Country,TIME AND ACTION IN THE SCOTTISH INDEPENDENCE REFERENDUM,2015
Computer System Unlearning in Individuals,2015 48TH HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES (HICSS),2015
Afterword: Mobile Desires,MOBILE DESIRES: THE POLITICS AND EROTICS OF MOBILITY JUSTICE,2015
PROBABILISTIC MULTI-PERSON TRACKING USING DYNAMIC BAYES NETWORKS,ISPRS GEOSPATIAL WEEK 2015,2015
Learning from failures: The case of Deepwater Horizon disaster,SAFETY AND RELIABILITY: METHODOLOGY AND APPLICATIONS,2015
UNLEARNING,STORM OF CREATIVITY,2015
Digital cultures of commemoration Learning and unlearning history,2015 20TH INTERNATIONAL CONFERENCE ON CONTROL SYSTEMS AND COMPUTER,2015
